date          ibm           vw         ew
19700109    -0.00135     -0.0028     -0.0029
19700112    -0.00339     -0.0078     -0.0096
19700113     0.01734      0.0007     -0.0011
19700114    -0.00100     -0.0020     -0.0053
19700115     0.02074      0.0006     -0.0022
19700116    -0.03080     -0.0075     -0.0069
19700119    -0.05341     -0.0131     -0.0090
19700120     0.01857      0.0019      0.0024
19700121    -0.00421      0.0010      0.0023
19700122     0.00282      0.0014      0.0013
19700123     0.00000     -0.0103     -0.0114
19700126    -0.02107     -0.0111     -0.0140
19700127    -0.00933     -0.0062     -0.0052
19700128    -0.01231     -0.0093     -0.0073
19700129    -0.00733     -0.0129     -0.0138
19700130    -0.00960     -0.0083     -0.0076
19700202     0.02312      0.0082      0.0065
19700203     0.00073      0.0129      0.0126
19700204    -0.01384     -0.0071     -0.0091
19700205     0.00428     -0.0037     -0.0066
19700206     0.01771      0.0062      0.0059
19700209     0.01450      0.0083      0.0055
19700210    -0.01072     -0.0091     -0.0079
19700211     0.02601      0.0094      0.0058
19700212    -0.00845     -0.0019      0.0001
19700213    -0.00852     -0.0015     -0.0011
19700216     0.00072     -0.0004      0.0003
19700217     0.00143     -0.0018     -0.0032
19700218     0.00429      0.0121      0.0096
19700219     0.00214      0.0031      0.0023
19700220    -0.00710      0.0034      0.0015
19700224    -0.01431      0.0001      0.0002
19700225     0.00145      0.0152      0.0135
19700226    -0.00217     -0.0048     -0.0031
19700227    -0.01162      0.0074      0.0088
19700302    -0.01396      0.0014      0.0027
19700303    -0.00671      0.0059      0.0026
19700304    -0.01050     -0.0020     -0.0010
19700305    -0.00152      0.0000      0.0022
19700306    -0.01215     -0.0067     -0.0048
19700309    -0.02613     -0.0104     -0.0096
19700310     0.03078      0.0016     -0.0014
19700311     0.00613     -0.0009     -0.0007
19700312     0.00076     -0.0046     -0.0062
19700313    -0.01369     -0.0061     -0.0073
19700316    -0.01311     -0.0110     -0.0128
19700317     0.00781      0.0040      0.0007
19700318    -0.00078      0.0027      0.0020
19700319     0.00039     -0.0026     -0.0049
19700320    -0.00814     -0.0049     -0.0088
19700323     0.00704     -0.0012     -0.0040
19700324     0.01863      0.0102      0.0054
19700325     0.01524      0.0215      0.0248
19700326     0.00075      0.0016      0.0030
19700330     0.01050     -0.0026     -0.0022
19700331     0.00520     -0.0002     -0.0014
19700401    -0.00222      0.0047      0.0030
19700402    -0.01702     -0.0037     -0.0025
19700403    -0.01657     -0.0045     -0.0039
19700406    -0.01838     -0.0079     -0.0087
19700407    -0.00156     -0.0034     -0.0049
19700408     0.01250     -0.0018     -0.0047
19700409     0.00540     -0.0009     -0.0049
19700410     0.01765     -0.0045     -0.0082
19700413    -0.01357     -0.0087     -0.0143
19700414    -0.00688     -0.0087     -0.0144
19700415    -0.00462     -0.0028     -0.0046
19700416    -0.00773     -0.0110     -0.0143
19700417     0.00546     -0.0033     -0.0058
19700420     0.00620      0.0023      0.0002
19700421    -0.01079     -0.0055     -0.0072
19700422    -0.02492     -0.0147     -0.0198
19700423    -0.01078     -0.0163     -0.0232
19700424    -0.00202     -0.0048     -0.0102
19700427    -0.02427     -0.0180     -0.0272
19700428    -0.03731     -0.0145     -0.0191
19700429     0.03445      0.0208      0.0215
19700430    -0.00749     -0.0034      0.0007
19700501    -0.00017     -0.0011     -0.0014
19700504    -0.04634     -0.0255     -0.0261
19700505     0.00000     -0.0110     -0.0162
19700506     0.01590      0.0122      0.0175
19700507     0.00783      0.0063      0.0085
19700508     0.00259     -0.0051     -0.0041
19700511    -0.01721     -0.0107     -0.0110
19700512    -0.01051     -0.0090     -0.0099
19700513    -0.02655     -0.0174     -0.0199
19700514    -0.02364     -0.0152     -0.0234
19700515     0.00838      0.0188      0.0160
19700518    -0.00277      0.0013      0.0037
19700519    -0.04259     -0.0198     -0.0186
19700520    -0.03095     -0.0262     -0.0307
19700521    -0.01996     -0.0201     -0.0296
19700522     0.01018     -0.0008     -0.0063
19700525    -0.02823     -0.0322     -0.0467
19700526     0.00415     -0.0133     -0.0187
19700527     0.07025      0.0530      0.0695
19700528     0.03089      0.0267      0.0411
19700529     0.04120      0.0271      0.0309
19700601     0.03237      0.0190      0.0276
19700602    -0.01394      0.0012      0.0074
19700603     0.00000      0.0113      0.0223
19700604    -0.04152     -0.0149     -0.0146
19700605    -0.00461     -0.0168     -0.0226
19700608    -0.01389      0.0015      0.0016
19700609     0.00751      0.0003     -0.0006
19700610    -0.01025     -0.0099     -0.0093
19700611    -0.02354     -0.0140     -0.0156
19700612    -0.00096     -0.0039     -0.0076
19700615     0.00000      0.0030      0.0027
19700616     0.04633      0.0229      0.0186
19700617    -0.01937     -0.0021     -0.0027
19700618     0.02352      0.0061      0.0010
19700619    -0.00643      0.0069      0.0059
19700622    -0.00648     -0.0064     -0.0096
19700623    -0.04236     -0.0244     -0.0230
19700624    -0.00826     -0.0114     -0.0182
19700625     0.01176     -0.0005     -0.0050
19700626    -0.00194     -0.0077     -0.0100
19700629     0.00000     -0.0084     -0.0105
19700630    -0.02913     -0.0028     -0.0071
19700701     0.01600      0.0032     -0.0013
19700702    -0.01280     -0.0020     -0.0050
19700706    -0.02493     -0.0155     -0.0176
19700707    -0.00818     -0.0086     -0.0121
19700708     0.04124      0.0237      0.0148
19700709     0.00693      0.0160      0.0174
19700710    -0.01573      0.0069      0.0071
19700713    -0.00999     -0.0004      0.0030
19700714     0.01413     -0.0012     -0.0039
19700715     0.00299      0.0102      0.0068
19700716     0.00794      0.0135      0.0111
19700717     0.02165      0.0169      0.0169
19700720    -0.00578      0.0016      0.0057
19700721    -0.00097     -0.0097     -0.0090
19700722    -0.01455      0.0015      0.0046
19700723     0.01181      0.0122      0.0074
19700724    -0.01265     -0.0020      0.0016
19700727    -0.00197     -0.0016      0.0011
19700728    -0.00197      0.0030      0.0047
19700729    -0.00099      0.0040      0.0056
19700730     0.00396      0.0007      0.0022
19700731    -0.00020     -0.0003      0.0016
19700803    -0.01189     -0.0118     -0.0087
19700804     0.00401      0.0021     -0.0004
19700805    -0.00200     -0.0005     -0.0002
19700806    -0.00501     -0.0017     -0.0045
19700807    -0.01207      0.0030      0.0029
19700810    -0.02037     -0.0139     -0.0127
19700811    -0.00936     -0.0054     -0.0073
19700812    -0.03200     -0.0045     -0.0034
19700813    -0.03306     -0.0087     -0.0069
19700814     0.03083      0.0042      0.0010
19700817     0.02338      0.0017     -0.0019
19700818     0.01913      0.0107      0.0068
19700819     0.00000      0.0094      0.0051
19700820     0.02086      0.0076      0.0017
19700821     0.01839      0.0209      0.0176
19700824     0.05416      0.0237      0.0268
19700825     0.00476      0.0039      0.0106
19700826    -0.00095      0.0033      0.0149
19700827     0.00569     -0.0009      0.0046
19700828     0.02262      0.0101      0.0158
19700831    -0.01843     -0.0033      0.0040
19700901    -0.00892     -0.0060     -0.0047
19700902     0.00047      0.0001      0.0018
19700903     0.02178      0.0148      0.0161
19700904     0.00834      0.0108      0.0168
19700908     0.01103      0.0038      0.0076
19700909    -0.00727     -0.0026      0.0005
19700910    -0.01740     -0.0056     -0.0016
19700911     0.00186      0.0037      0.0123
19700914    -0.01023     -0.0048     -0.0023
19700915     0.00141     -0.0096     -0.0119
19700916     0.01736      0.0060      0.0084
19700917     0.02030      0.0084      0.0131
19700918     0.01356      0.0046      0.0103
19700921    -0.01695     -0.0080     -0.0067
19700922    -0.00817     -0.0033     -0.0042
19700923     0.02836      0.0135      0.0148
19700924     0.02669      0.0146      0.0248
19700925     0.00000      0.0019      0.0079
19700928     0.00520     -0.0005      0.0057
19700929     0.00603      0.0060      0.0128
19700930     0.00000     -0.0008      0.0035
19701001     0.01799      0.0014      0.0004
19701002     0.00758      0.0109      0.0125
19701005     0.02506      0.0147      0.0126
19701006     0.00122      0.0023     -0.0022
19701007    -0.00448     -0.0001      0.0010
19701008    -0.02453     -0.0112     -0.0119
19701009    -0.00712     -0.0093     -0.0077
19701012    -0.01984     -0.0097     -0.0089
19701013     0.00603     -0.0021     -0.0031
19701014    -0.00171      0.0015     -0.0008
19701015     0.00515      0.0043      0.0018
19701016    -0.00768     -0.0057     -0.0101
19701019    -0.02150     -0.0137     -0.0172
19701020     0.02329      0.0056     -0.0003
19701021    -0.00773     -0.0005     -0.0021
19701022    -0.00303     -0.0041     -0.0061
19701023     0.02431      0.0050      0.0033
19701026    -0.01780     -0.0050     -0.0042
19701027     0.00431     -0.0027     -0.0055
19701028     0.01890      0.0031     -0.0021
19701029     0.00675     -0.0017     -0.0048
19701030    -0.01106     -0.0006     -0.0030
19701102     0.01956      0.0036      0.0004
19701103    -0.01209      0.0087      0.0098
19701104     0.00042      0.0022      0.0002
19701105    -0.01224     -0.0016     -0.0041
19701106     0.00470      0.0011     -0.0013
19701109     0.01190      0.0052      0.0031
19701110     0.00504      0.0016      0.0005
19701111    -0.00585      0.0031      0.0036
19701112    -0.00042     -0.0111     -0.0158
19701113    -0.01346     -0.0094     -0.0113
19701116     0.00043     -0.0014     -0.0057
19701117    -0.00128      0.0008     -0.0015
19701118    -0.00811     -0.0075     -0.0132
19701119     0.00172      0.0012     -0.0033
19701120     0.01890      0.0097      0.0062
19701123     0.00843      0.0064      0.0032
19701124     0.00334      0.0061      0.0026
19701125    -0.00333      0.0047      0.0035
19701127     0.03177      0.0100      0.0083
19701130    -0.00405      0.0167      0.0213
19701201     0.00244      0.0031      0.0046
19701202     0.01948      0.0122      0.0095
19701203    -0.00796      0.0047      0.0055
19701204     0.00080      0.0059      0.0051
19701207     0.01363      0.0058      0.0054
19701208     0.00079     -0.0049     -0.0066
19701209     0.00316      0.0004     -0.0019
19701210     0.00079      0.0035      0.0021
19701211    -0.00157      0.0039      0.0052
19701214    -0.01972     -0.0057     -0.0085
19701215     0.00080     -0.0015     -0.0039
19701216     0.00643      0.0012      0.0002
19701217     0.00000      0.0032      0.0037
19701218     0.00799      0.0024      0.0041
19701221     0.00555     -0.0026     -0.0009
19701222    -0.00394      0.0013      0.0029
19701223    -0.01108      0.0017      0.0064
19701224     0.00800      0.0069      0.0171
19701228     0.01111      0.0055      0.0079
19701229     0.00549      0.0113      0.0164
19701230    -0.00234      0.0019      0.0044
19701231    -0.00548     -0.0008      0.0042
19710104    -0.01495     -0.0094     -0.0008
19710105     0.01038      0.0082      0.0147
19710106     0.00553      0.0076      0.0169
19710107    -0.00550      0.0007      0.0049
19710108    -0.00553     -0.0011      0.0007
19710111    -0.00636     -0.0009      0.0026
19710112     0.01040      0.0099      0.0154
19710113    -0.00040     -0.0007      0.0039
19710114    -0.00356      0.0031      0.0048
19710115    -0.01431      0.0032      0.0088
19710118     0.00565      0.0036      0.0083
19710119     0.00321      0.0032      0.0037
19710120     0.00639      0.0010      0.0043
19710121     0.00238      0.0048      0.0078
19710122     0.00317      0.0067      0.0075
19710125     0.01659      0.0048      0.0092
19710126     0.01321      0.0029      0.0063
19710127    -0.01074     -0.0070     -0.0069
19710128    -0.01550      0.0039      0.0087
19710129     0.02520      0.0067      0.0100
19710201     0.00538      0.0068      0.0151
19710202     0.00153      0.0007      0.0031
19710203     0.00267      0.0031      0.0102
19710204     0.00571      0.0017      0.0045
19710205     0.02209      0.0046      0.0075
19710208     0.01263      0.0060      0.0133
19710209    -0.00660     -0.0002      0.0001
19710210    -0.00369     -0.0008     -0.0021
19710211     0.00445      0.0052      0.0081
19710212     0.00221      0.0060      0.0102
19710216     0.00626      0.0026      0.0058
19710217    -0.01500     -0.0044     -0.0039
19710218    -0.02155     -0.0067     -0.0080
19710219    -0.00304     -0.0091     -0.0142
19710222     0.00685     -0.0104     -0.0167
19710223     0.01437      0.0053      0.0083
19710224     0.00895      0.0073      0.0126
19710225    -0.01256      0.0016      0.0016
19710226     0.00749     -0.0023     -0.0050
19710301     0.00743      0.0031      0.0037
19710302    -0.00295      0.0005      0.0030
19710303    -0.00222      0.0003      0.0018
19710304     0.01038      0.0106      0.0124
19710305     0.01394      0.0107      0.0135
19710308     0.00868      0.0049      0.0097
19710309     0.00143      0.0017      0.0039
19710310    -0.00072     -0.0010     -0.0003
19710311    -0.00287     -0.0001     -0.0015
19710312     0.01797      0.0017      0.0004
19710315     0.02684      0.0114      0.0121
19710316    -0.00275      0.0048      0.0032
19710317     0.00276      0.0003     -0.0004
19710318    -0.00688      0.0012      0.0034
19710319    -0.00104     -0.0016     -0.0024
19710322    -0.00589     -0.0038     -0.0051
19710323    -0.00767     -0.0031     -0.0025
19710324    -0.00211     -0.0057     -0.0057
19710325     0.00282      0.0003     -0.0005
19710326     0.00562      0.0039      0.0057
19710329    -0.00419      0.0010      0.0003
19710330     0.00140      0.0022      0.0004
19710331     0.00140      0.0012      0.0033
19710401    -0.00420      0.0007      0.0004
